1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
0-2.5051e+05i,0+2.5051e+05i,7.276e-12-1.4088e+05i,7.276e-12+1.4088e+05i,-4.0927e-12-82855i,-4.0927e-12+82855i,1.3074e-12-19729i,1.3074e-12+19729i,-3.4674e-12-14814i,-3.4674e-12+14814i,-2.0464e-12-8865.5i,-2.0464e-12+8865.5i,2.1032e-12-1085.9i,2.1032e-12+1085.9i,-3.0695e-12-5931.4i,-3.0695e-12+5931.4i
4.5475e-13-2.5852e+05i,4.5475e-13+2.5852e+05i,2.0464e-12-1.4961e+05i,2.0464e-12+1.4961e+05i,-3.638e-12-70204i,-3.638e-12+70204i,9.0949e-13-23481i,9.0949e-13+23481i,3.1832e-12-12389i,3.1832e-12+12389i,5.2296e-12-7989.5i,5.2296e-12+7989.5i,-1.7835e-12-491.37i,-1.7835e-12+491.37i,1.819e-12-4953.4i,1.819e-12+4953.4i
-1.3642e-12-2.1736e+05i,-1.3642e-12+2.1736e+05i,0-61327i,0+61327i,3.638e-12-34490i,3.638e-12+34490i,-2.2737e-13-26841i,-2.2737e-13+26841i,-2.089e-12-16925i,-2.089e-12+16925i,9.0949e-13-12725i,9.0949e-13+12725i,-2.8422e-14-2969.3i,-2.8422e-14+2969.3i,1.1369e-13-6861i,1.1369e-13+6861i
1.0004e-11-1.2964e+05i,1.0004e-11+1.2964e+05i,-7.276e-12-72542i,-7.276e-12+72542i,-1.819e-12-40131i,-1.819e-12+40131i,2.2737e-12-22911i,2.2737e-12+22911i,0-13959i,0+13959i,3.8654e-12-9520.3i,3.8654e-12+9520.3i,-5.6275e-12-2160.3i,-5.6275e-12+2160.3i,2.2737e-12-4205.7i,2.2737e-12+4205.7i
3.638e-12-2.4232e+05i,3.638e-12+2.4232e+05i,0-83255i,0+83255i,3.8654e-12-33348i,3.8654e-12+33348i,0-31615i,0+31615i,4.5475e-13-19951i,4.5475e-13+19951i,-1.7053e-12-4425.9i,-1.7053e-12+4425.9i,1.7053e-12-1446.3i,1.7053e-12+1446.3i,-7.2475e-13-3266.4i,-7.2475e-13+3266.4i
0-2.466e+05i,0+2.466e+05i,-7.276e-12-1.4079e+05i,-7.276e-12+1.4079e+05i,3.638e-12-58617i,3.638e-12+58617i,9.0949e-13-32851i,9.0949e-13+32851i,-1.819e-12-9782.3i,-1.819e-12+9782.3i,-8.0114e-13-5957.6i,-8.0114e-13+5957.6i,-4.9454e-12-2358.1i,-4.9454e-12+2358.1i,-1.1369e-12-4671.5i,-1.1369e-12+4671.5i
4.7464e-12-1.828e+05i,4.7464e-12+1.828e+05i,-5.3433e-12-81606i,-5.3433e-12+81606i,4.5475e-13-45684i,4.5475e-13+45684i,-2.7853e-12-30737i,-2.7853e-12+30737i,-9.0949e-13-16331i,-9.0949e-13+16331i,7.3186e-13-10914i,7.3186e-13+10914i,-8.2423e-13-1175.8i,-8.2423e-13+1175.8i,0-6111.1i,0+6111.1i
-1.4097e-11-2.8261e+05i,-1.4097e-11+2.8261e+05i,1.819e-12-80965i,1.819e-12+80965i,-3.3538e-12-46102i,-3.3538e-12+46102i,-2.7285e-12-33045i,-2.7285e-12+33045i,-2.7285e-12-18336i,-2.7285e-12+18336i,2.2737e-12-11667i,2.2737e-12+11667i,-1.0232e-12-4189.8i,-1.0232e-12+4189.8i,-3.979e-13-489.29i,-3.979e-13+489.29i
4.0927e-12-3.5997e+05i,4.0927e-12+3.5997e+05i,7.276e-12-1.0184e+05i,7.276e-12+1.0184e+05i,-1.819e-12-49739i,-1.819e-12+49739i,-8.9813e-12-34380i,-8.9813e-12+34380i,-2.2737e-12-25286i,-2.2737e-12+25286i,1.819e-12-14690i,1.819e-12+14690i,-5.2296e-12-5193i,-5.2296e-12+5193i,-8.5265e-14-907.15i,-8.5265e-14+907.15i
-1.819e-12-4.5004e+05i,-1.819e-12+4.5004e+05i,-4.5475e-13-1.3752e+05i,-4.5475e-13+1.3752e+05i,8.1855e-12-60089i,8.1855e-12+60089i,0-34691i,0+34691i,-2.7285e-12-11262i,-2.7285e-12+11262i,-9.5497e-12-8349.6i,-9.5497e-12+8349.6i,4.2633e-12-3197.1i,4.2633e-12+3197.1i,6.9065e-12-670.76i,6.9065e-12+670.76i
1.9327e-12-3.2699e+05i,1.9327e-12+3.2699e+05i,-5.0022e-12-1.1045e+05i,-5.0022e-12+1.1045e+05i,-7.276e-12-67953i,-7.276e-12+67953i,2.2737e-12-19964i,2.2737e-12+19964i,-1.3642e-12-15645i,-1.3642e-12+15645i,-3.2898e-12-9913.4i,-3.2898e-12+9913.4i,2.5011e-12-5963.1i,2.5011e-12+5963.1i,4.9312e-12-527.75i,4.9312e-12+527.75i
2.7285e-12-2.2176e+05i,2.7285e-12+2.2176e+05i,-3.1832e-12-1.1936e+05i,-3.1832e-12+1.1936e+05i,-5.2296e-12-75587i,-5.2296e-12+75587i,-2.0464e-12-28939i,-2.0464e-12+28939i,0-15456i,0+15456i,-1.819e-12-9053.4i,-1.819e-12+9053.4i,-1.819e-12-5371i,-1.819e-12+5371i,9.0949e-13-1119.9i,9.0949e-13+1119.9i
-1.2733e-11-2.2151e+05i,-1.2733e-11+2.2151e+05i,7.276e-12-1.1302e+05i,7.276e-12+1.1302e+05i,-9.0949e-13-47524i,-9.0949e-13+47524i,0-26548i,0+26548i,4.5475e-13-15864i,4.5475e-13+15864i,1.1369e-12-10058i,1.1369e-12+10058i,-1.1369e-12-5585.2i,-1.1369e-12+5585.2i,1.5632e-12-1297.6i,1.5632e-12+1297.6i
2.2737e-12-1.3137e+05i,2.2737e-12+1.3137e+05i,-2.2737e-12-94564i,-2.2737e-12+94564i,-3.0695e-12-39664i,-3.0695e-12+39664i,-2.2453e-12-25938i,-2.2453e-12+25938i,1.7053e-12-12768i,1.7053e-12+12768i,1.3642e-12-9866.7i,1.3642e-12+9866.7i,-9.6634e-13-3601.6i,-9.6634e-13+3601.6i,3.3538e-12-328.53i,3.3538e-12+328.53i
2.5011e-12-1.2753e+05i,2.5011e-12+1.2753e+05i,5.457e-12-86187i,5.457e-12+86187i,-1.3642e-12-36168i,-1.3642e-12+36168i,-3.4106e-12-17774i,-3.4106e-12+17774i,-5.9117e-12-15737i,-5.9117e-12+15737i,1.3642e-12-12218i,1.3642e-12+12218i,1.819e-12-4957.6i,1.819e-12+4957.6i,-2.7285e-12-1408.2i,-2.7285e-12+1408.2i
4.5475e-13-1.873e+05i,4.5475e-13+1.873e+05i,1.819e-12-1.0383e+05i,1.819e-12+1.0383e+05i,2.7285e-12-43882i,2.7285e-12+43882i,7.5318e-13-20530i,7.5318e-13+20530i,9.0949e-13-16558i,9.0949e-13+16558i,-1.3642e-12-8061.5i,-1.3642e-12+8061.5i,-1.1937e-12-4799.8i,-1.1937e-12+4799.8i,1.819e-12-1093.2i,1.819e-12+1093.2i
-1.387e-11-2.0387e+05i,-1.387e-11+2.0387e+05i,-1.4552e-11-1.3931e+05i,-1.4552e-11+1.3931e+05i,7.276e-12-43537i,7.276e-12+43537i,0-29979i,0+29979i,-7.6739e-13-18259i,-7.6739e-13+18259i,-2.5011e-12-6559.8i,-2.5011e-12+6559.8i,1.7053e-12-3616.1i,1.7053e-12+3616.1i,-3.8369e-13-1012.6i,-3.8369e-13+1012.6i
1.4552e-11-2.0685e+05i,1.4552e-11+2.0685e+05i,-1.819e-12-1.0681e+05i,-1.819e-12+1.0681e+05i,-2.9559e-12-39719i,-2.9559e-12+39719i,4.5475e-13-31627i,4.5475e-13+31627i,0-20183i,0+20183i,2.2169e-12-7634.7i,2.2169e-12+7634.7i,7.3896e-13-2583.7i,7.3896e-13+2583.7i,0-3070.2i,0+3070.2i
3.979e-12-2.0923e+05i,3.979e-12+2.0923e+05i,-6.4801e-12-1.1736e+05i,-6.4801e-12+1.1736e+05i,-5.457e-12-57731i,-5.457e-12+57731i,-4.2064e-12-23232i,-4.2064e-12+23232i,-2.9559e-12-10972i,-2.9559e-12+10972i,1.819e-12-7787.1i,1.819e-12+7787.1i,-1.1369e-12-5098.8i,-1.1369e-12+5098.8i,7.3896e-13-1106.3i,7.3896e-13+1106.3i
5.9117e-12-2.3442e+05i,5.9117e-12+2.3442e+05i,9.0949e-13-1.2447e+05i,9.0949e-13+1.2447e+05i,-1.1369e-12-59223i,-1.1369e-12+59223i,2.2737e-13-30231i,2.2737e-13+30231i,-2.7285e-12-11023i,-2.7285e-12+11023i,-2.5295e-12-7537.3i,-2.5295e-12+7537.3i,3.4106e-12-1199.8i,3.4106e-12+1199.8i,1.0232e-12-3785.3i,1.0232e-12+3785.3i
-4.5475e-13-1.7989e+05i,-4.5475e-13+1.7989e+05i,0-1.0613e+05i,0+1.0613e+05i,-4.5475e-13-50412i,-4.5475e-13+50412i,-4.5475e-13-33753i,-4.5475e-13+33753i,5.457e-12-19059i,5.457e-12+19059i,-4.3201e-12-7063.8i,-4.3201e-12+7063.8i,1.1369e-12-2821.4i,1.1369e-12+2821.4i,1.5188e-13-447.33i,1.5188e-13+447.33i
3.638e-12-1.8039e+05i,3.638e-12+1.8039e+05i,9.0949e-13-64547i,9.0949e-13+64547i,1.3642e-12-42379i,1.3642e-12+42379i,6.0254e-12-31830i,6.0254e-12+31830i,-1.1369e-13-15454i,-1.1369e-13+15454i,9.0949e-13-9298.9i,9.0949e-13+9298.9i,3.979e-13-1648.8i,3.979e-13+1648.8i,-9.0949e-13-4333.1i,-9.0949e-13+4333.1i
-1.0914e-11-2.7074e+05i,-1.0914e-11+2.7074e+05i,-2.2737e-12-1.0253e+05i,-2.2737e-12+1.0253e+05i,-2.7285e-12-50912i,-2.7285e-12+50912i,-7.276e-12-23580i,-7.276e-12+23580i,5.3433e-12-3693.9i,5.3433e-12+3693.9i,2.1894e-12-1580.9i,2.1894e-12+1580.9i,9.0949e-13-12625i,9.0949e-13+12625i,-5.5707e-12-9546.1i,-5.5707e-12+9546.1i
-2.0464e-12-1.979e+05i,-2.0464e-12+1.979e+05i,0-86458i,0+86458i,2.0464e-12-33634i,2.0464e-12+33634i,-4.5475e-13-26617i,-4.5475e-13+26617i,-4.0927e-12-11641i,-4.0927e-12+11641i,2.8422e-13-826.37i,2.8422e-13+826.37i,0-6885.5i,0+6885.5i,4.1922e-13-5716.7i,4.1922e-13+5716.7i
-6.3665e-12-1.1586e+05i,-6.3665e-12+1.1586e+05i,0-62767i,0+62767i,9.0949e-13-22712i,9.0949e-13+22712i,0-17700i,0+17700i,-1.6911e-12-12975i,-1.6911e-12+12975i,-9.0949e-13-7744.4i,-9.0949e-13+7744.4i,2.3874e-12-3162.4i,2.3874e-12+3162.4i,-2.4158e-13-370.17i,-2.4158e-13+370.17i
-3.638e-12-1.669e+05i,-3.638e-12+1.669e+05i,6.1391e-12-96003i,6.1391e-12+96003i,-1.819e-12-40778i,-1.819e-12+40778i,-2.4301e-12-30944i,-2.4301e-12+30944i,-1.3642e-12-22185i,-1.3642e-12+22185i,2.0464e-12-9686.4i,2.0464e-12+9686.4i,-1.0232e-12-4632.7i,-1.0232e-12+4632.7i,1.7053e-13-2683.7i,1.7053e-13+2683.7i
1.819e-12-1.9924e+05i,1.819e-12+1.9924e+05i,-1.0004e-11-93507i,-1.0004e-11+93507i,9.0949e-13-79716i,9.0949e-13+79716i,1.819e-12-35994i,1.819e-12+35994i,5.0022e-12-19245i,5.0022e-12+19245i,2.8706e-12-13071i,2.8706e-12+13071i,2.3022e-12-7031.2i,2.3022e-12+7031.2i,1.2932e-12-138.44i,1.2932e-12+138.44i
3.638e-12-2.8728e+05i,3.638e-12+2.8728e+05i,1.1937e-11-1.5155e+05i,1.1937e-11+1.5155e+05i,6.5938e-12-58298i,6.5938e-12+58298i,-3.638e-12-28128i,-3.638e-12+28128i,-9.0949e-13-20002i,-9.0949e-13+20002i,-1.5916e-12-12689i,-1.5916e-12+12689i,-4.6612e-12-6219.7i,-4.6612e-12+6219.7i,-4.1425e-12-1558.5i,-4.1425e-12+1558.5i
1.3642e-12-2.215e+05i,1.3642e-12+2.215e+05i,-2.7285e-12-83399i,-2.7285e-12+83399i,3.4106e-13-44632i,3.4106e-13+44632i,5.457e-12-29176i,5.457e-12+29176i,8.5265e-13-20872i,8.5265e-13+20872i,-2.9559e-12-11875i,-2.9559e-12+11875i,2.2737e-12-6770.8i,2.2737e-12+6770.8i,1.08e-12-1193.5i,1.08e-12+1193.5i
-3.1832e-12-1.1049e+05i,-3.1832e-12+1.1049e+05i,-1.3642e-12-72644i,-1.3642e-12+72644i,5.2296e-12-27922i,5.2296e-12+27922i,-1.3642e-12-22439i,-1.3642e-12+22439i,-4.5475e-13-18063i,-4.5475e-13+18063i,3.8654e-12-9834.3i,3.8654e-12+9834.3i,-1.3642e-12-6098.6i,-1.3642e-12+6098.6i,-1.4637e-12-591.52i,-1.4637e-12+591.52i
2.1828e-11-2.7392e+05i,2.1828e-11+2.7392e+05i,-7.276e-12-1.301e+05i,-7.276e-12+1.301e+05i,-5.457e-12-56310i,-5.457e-12+56310i,1.819e-12-44883i,1.819e-12+44883i,-2.5011e-12-23747i,-2.5011e-12+23747i,-3.1832e-12-13764i,-3.1832e-12+13764i,-1.3642e-12-2821.8i,-1.3642e-12+2821.8i,3.6948e-13-907.07i,3.6948e-13+907.07i
4.5475e-12-2.5051e+05i,4.5475e-12+2.5051e+05i,4.7748e-12-1.37e+05i,4.7748e-12+1.37e+05i,3.1832e-12-59144i,3.1832e-12+59144i,3.1832e-12-45457i,3.1832e-12+45457i,3.638e-12-22200i,3.638e-12+22200i,-2.1316e-12-11517i,-2.1316e-12+11517i,-1.1369e-13-4446i,-1.1369e-13+4446i,2.8422e-12-1019i,2.8422e-12+1019i
9.0949e-13-2.9252e+05i,9.0949e-13+2.9252e+05i,-3.638e-12-1.3636e+05i,-3.638e-12+1.3636e+05i,7.276e-12-55493i,7.276e-12+55493i,6.3665e-12-50496i,6.3665e-12+50496i,2.5011e-12-18426i,2.5011e-12+18426i,0-13942i,0+13942i,2.0464e-12-3476.8i,2.0464e-12+3476.8i,9.5923e-13-50.836i,9.5923e-13+50.836i
2.7285e-12-3.0138e+05i,2.7285e-12+3.0138e+05i,2.8422e-12-1.5281e+05i,2.8422e-12+1.5281e+05i,5.457e-12-62980i,5.457e-12+62980i,-7.276e-12-57131i,-7.276e-12+57131i,-4.5475e-13-18850i,-4.5475e-13+18850i,-1.819e-12-13063i,-1.819e-12+13063i,1.08e-12-789.71i,1.08e-12+789.71i,9.6634e-13-3467.1i,9.6634e-13+3467.1i
-1.0914e-11-2.3926e+05i,-1.0914e-11+2.3926e+05i,5.9117e-12-79617i,5.9117e-12+79617i,3.0137e-68-48909i,3.0137e-68+48909i,-3.979e-12-38814i,-3.979e-12+38814i,-1.3642e-12-17395i,-1.3642e-12+17395i,8.1855e-12-14863i,8.1855e-12+14863i,-3.6948e-13-8311.7i,-3.6948e-13+8311.7i,-3.0695e-12-2838.5i,-3.0695e-12+2838.5i
1.819e-12-4.351e+05i,1.819e-12+4.351e+05i,0-1.4008e+05i,0+1.4008e+05i,7.6454e-12-76892i,7.6454e-12+76892i,-2.7285e-12-41776i,-2.7285e-12+41776i,-9.0949e-13-19464i,-9.0949e-13+19464i,-4.917e-12-15642i,-4.917e-12+15642i,-6.2386e-12-4033.9i,-6.2386e-12+4033.9i,-2.6787e-12-316.75i,-2.6787e-12+316.75i
1.819e-12-1.3358e+05i,1.819e-12+1.3358e+05i,-1.3642e-12-66231i,-1.3642e-12+66231i,-2.4727e-12-38598i,-2.4727e-12+38598i,1.819e-12-29504i,1.819e-12+29504i,-1.5916e-12-19359i,-1.5916e-12+19359i,2.7285e-12-9047.4i,2.7285e-12+9047.4i,1.4637e-12-2670i,1.4637e-12+2670i,-6.8212e-13-5875.1i,-6.8212e-13+5875.1i
9.0949e-13-1.2522e+05i,9.0949e-13+1.2522e+05i,-3.4106e-12-74792i,-3.4106e-12+74792i,0-39089i,0+39089i,4.0927e-12-22863i,4.0927e-12+22863i,0-17180i,0+17180i,9.0949e-13-9310i,9.0949e-13+9310i,2.3874e-12-6593.8i,2.3874e-12+6593.8i,8.2423e-13-388.9i,8.2423e-13+388.9i
-4.5475e-12-1.8529e+05i,-4.5475e-12+1.8529e+05i,-2.2737e-12-64450i,-2.2737e-12+64450i,0-53426i,0+53426i,-9.0949e-13-32238i,-9.0949e-13+32238i,1.1156e-12-22322i,1.1156e-12+22322i,1.3642e-12-10851i,1.3642e-12+10851i,-5.6843e-13-5335.9i,-5.6843e-13+5335.9i,2.4016e-12-458.79i,2.4016e-12+458.79i
-3.638e-12-2.0684e+05i,-3.638e-12+2.0684e+05i,3.638e-12-97726i,3.638e-12+97726i,-4.5475e-13-69681i,-4.5475e-13+69681i,2.7285e-12-29944i,2.7285e-12+29944i,-1.3642e-12-21148i,-1.3642e-12+21148i,4.5475e-13-12172i,4.5475e-13+12172i,-2.0464e-12-3785.7i,-2.0464e-12+3785.7i,-3.0198e-13-39.606i,-3.0198e-13+39.606i
2.7285e-12-1.4676e+05i,2.7285e-12+1.4676e+05i,-4.5475e-13-68454i,-4.5475e-13+68454i,-1.819e-12-49621i,-1.819e-12+49621i,-2.16e-12-33665i,-2.16e-12+33665i,-4.5475e-13-22516i,-4.5475e-13+22516i,-2.9559e-12-7097.9i,-2.9559e-12+7097.9i,5.6843e-14-5673.5i,5.6843e-14+5673.5i,-2.16e-12-664.17i,-2.16e-12+664.17i
-2.7285e-12-1.7727e+05i,-2.7285e-12+1.7727e+05i,-7.276e-12-91472i,-7.276e-12+91472i,2.2737e-12-65507i,2.2737e-12+65507i,4.5475e-13-31829i,4.5475e-13+31829i,-9.0949e-13-13948i,-9.0949e-13+13948i,-9.0949e-13-12264i,-9.0949e-13+12264i,2.0606e-12-741.71i,2.0606e-12+741.71i,-2.2737e-13-5748.7i,-2.2737e-13+5748.7i
2.0918e-11-2.5688e+05i,2.0918e-11+2.5688e+05i,-8.5265e-14-92922i,-8.5265e-14+92922i,-6.2528e-13-52526i,-6.2528e-13+52526i,-8.1855e-12-27446i,-8.1855e-12+27446i,-2.9559e-12-14222i,-2.9559e-12+14222i,3.0695e-12-7362.8i,3.0695e-12+7362.8i,3.4106e-13-2744.6i,3.4106e-13+2744.6i,6.4446e-12-266.23i,6.4446e-12+266.23i
-1.1369e-11-2.0644e+05i,-1.1369e-11+2.0644e+05i,-2.7285e-12-82073i,-2.7285e-12+82073i,3.1832e-12-43324i,3.1832e-12+43324i,-6.8212e-13-34375i,-6.8212e-13+34375i,-1.7053e-12-13849i,-1.7053e-12+13849i,-2.2737e-13-6697.6i,-2.2737e-13+6697.6i,0-2894i,0+2894i,1.6769e-12-786.45i,1.6769e-12+786.45i
4.0927e-12-2.4878e+05i,4.0927e-12+2.4878e+05i,-2.5011e-12-1.034e+05i,-2.5011e-12+1.034e+05i,-4.5986e-107-68414i,-4.5986e-107+68414i,-4.5475e-13-23496i,-4.5475e-13+23496i,3.638e-12-10473i,3.638e-12+10473i,-2.8422e-12-5532.3i,-2.8422e-12+5532.3i,3.4106e-13-2137.9i,3.4106e-13+2137.9i,-4.5475e-13-3698.9i,-4.5475e-13+3698.9i
-6.9562e-12-2.3958e+05i,-6.9562e-12+2.3958e+05i,0-63317i,0+63317i,-3.6193e-108-44879i,-3.6193e-108+44879i,3.638e-12-24753i,3.638e-12+24753i,2.0464e-12-18319i,2.0464e-12+18319i,-1.1369e-13-5961.3i,-1.1369e-13+5961.3i,-5.1159e-12-511.88i,-5.1159e-12+511.88i,4.5475e-13-3826.8i,4.5475e-13+3826.8i
-7.276e-12-1.2454e+05i,-7.276e-12+1.2454e+05i,-1.7621e-12-50070i,-1.7621e-12+50070i,2.2737e-12-30272i,2.2737e-12+30272i,-1.819e-12-23434i,-1.819e-12+23434i,-6.8212e-13-11680i,-6.8212e-13+11680i,-5.6843e-13-5736.4i,-5.6843e-13+5736.4i,1.3642e-12-3802.9i,1.3642e-12+3802.9i,-1.6769e-12-408.73i,-1.6769e-12+408.73i
6.3665e-12-1.2643e+05i,6.3665e-12+1.2643e+05i,-2.2737e-12-44772i,-2.2737e-12+44772i,-1.6485e-12-36853i,-1.6485e-12+36853i,3.638e-12-28552i,3.638e-12+28552i,-4.5475e-13-14614i,-4.5475e-13+14614i,1.6573e-12-9332.1i,1.6573e-12+9332.1i,2.8422e-12-3431.4i,2.8422e-12+3431.4i,2.4443e-12-1150.5i,2.4443e-12+1150.5i
8.0718e-12-1.3117e+05i,8.0718e-12+1.3117e+05i,0-79306i,0+79306i,0-57869i,0+57869i,-1.819e-12-22735i,-1.819e-12+22735i,-2.7285e-12-13913i,-2.7285e-12+13913i,1.1369e-12-7166.4i,1.1369e-12+7166.4i,-1.4779e-12-4162.3i,-1.4779e-12+4162.3i,-5.6843e-14-293.32i,-5.6843e-14+293.32i
5.0022e-12-1.067e+05i,5.0022e-12+1.067e+05i,-1.819e-12-90761i,-1.819e-12+90761i,-2.8422e-12-29181i,-2.8422e-12+29181i,-4.5475e-13-19479i,-4.5475e-13+19479i,1.819e-12-13635i,1.819e-12+13635i,1.7053e-12-8616.6i,1.7053e-12+8616.6i,6.8212e-13-4012.6i,6.8212e-13+4012.6i,-9.5213e-13-2268.3i,-9.5213e-13+2268.3i
-3.1832e-12-2.3182e+05i,-3.1832e-12+2.3182e+05i,2.4892e-60-78352i,2.4892e-60+78352i,2.2737e-12-33100i,2.2737e-12+33100i,-4.5475e-13-14363i,-4.5475e-13+14363i,0-10031i,0+10031i,6.8212e-13-5987.8i,6.8212e-13+5987.8i,1.1369e-13-2932.9i,1.1369e-13+2932.9i,-1.1511e-12-376.18i,-1.1511e-12+376.18i
9.0949e-13-1.1007e+05i,9.0949e-13+1.1007e+05i,-4.0783e-56-81583i,-4.0783e-56+81583i,1.3642e-12-33148i,1.3642e-12+33148i,3.4106e-12-18865i,3.4106e-12+18865i,9.0949e-13-15043i,9.0949e-13+15043i,3.8654e-12-10257i,3.8654e-12+10257i,-4.8885e-12-3166.2i,-4.8885e-12+3166.2i,4.5475e-13-1318.4i,4.5475e-13+1318.4i
0-1.1337e+05i,0+1.1337e+05i,-3.1832e-12-89664i,-3.1832e-12+89664i,1.5632e-12-34279i,1.5632e-12+34279i,-5.6843e-13-22626i,-5.6843e-13+22626i,3.638e-12-15484i,3.638e-12+15484i,-4.3201e-12-8577.4i,-4.3201e-12+8577.4i,-2.0464e-12-3463i,-2.0464e-12+3463i,2.7285e-12-1497.2i,2.7285e-12+1497.2i
2.2737e-12-1.3738e+05i,2.2737e-12+1.3738e+05i,-1.819e-12-98362i,-1.819e-12+98362i,-3.638e-12-24713i,-3.638e-12+24713i,-1.3642e-12-15295i,-1.3642e-12+15295i,0-12748i,0+12748i,-4.5475e-13-7809.1i,-4.5475e-13+7809.1i,1.1369e-13-2812.4i,1.1369e-13+2812.4i,3.1832e-12-57.247i,3.1832e-12+57.247i
-3.8654e-12-2.2331e+05i,-3.8654e-12+2.2331e+05i,-5.457e-12-1.3073e+05i,-5.457e-12+1.3073e+05i,4.5475e-13-54157i,4.5475e-13+54157i,0-29627i,0+29627i,-4.5475e-13-16959i,-4.5475e-13+16959i,-2.5011e-12-10294i,-2.5011e-12+10294i,1.0232e-12-4970.5i,1.0232e-12+4970.5i,1.4069e-12-897.71i,1.4069e-12+897.71i
2.7285e-12-2.527e+05i,2.7285e-12+2.527e+05i,-3.1832e-12-96746i,-3.1832e-12+96746i,7.276e-12-63166i,7.276e-12+63166i,-2.8422e-12-33432i,-2.8422e-12+33432i,-4.5475e-13-22358i,-4.5475e-13+22358i,-1.5916e-12-10380i,-1.5916e-12+10380i,1.819e-12-4479.3i,1.819e-12+4479.3i,-3.6948e-13-277.23i,-3.6948e-13+277.23i
-7.7218e-12-1.989e+05i,-7.7218e-12+1.989e+05i,5.457e-12-1.0765e+05i,5.457e-12+1.0765e+05i,-1.08e-12-47449i,-1.08e-12+47449i,-9.0949e-13-29024i,-9.0949e-13+29024i,2.1032e-12-15721i,2.1032e-12+15721i,-1.1369e-12-8043.2i,-1.1369e-12+8043.2i,1.3642e-12-5171i,1.3642e-12+5171i,6.6436e-13-110.31i,6.6436e-13+110.31i
3.638e-12-2.5094e+05i,3.638e-12+2.5094e+05i,5.457e-12-1.0371e+05i,5.457e-12+1.0371e+05i,1.1823e-11-54697i,1.1823e-11+54697i,3.1832e-12-28221i,3.1832e-12+28221i,1.1369e-12-19641i,1.1369e-12+19641i,3.979e-13-655.62i,3.979e-13+655.62i,-6.2528e-13-6965.8i,-6.2528e-13+6965.8i,-1.5916e-12-6094.9i,-1.5916e-12+6094.9i
-7.276e-12-2.5267e+05i,-7.276e-12+2.5267e+05i,3.1832e-12-1.2682e+05i,3.1832e-12+1.2682e+05i,-2.9559e-12-52533i,-2.9559e-12+52533i,-3.8654e-12-29689i,-3.8654e-12+29689i,-1.0232e-12-16976i,-1.0232e-12+16976i,1.3785e-12-8668i,1.3785e-12+8668i,7.6739e-13-1580.7i,7.6739e-13+1580.7i,8.5265e-13-2923.6i,8.5265e-13+2923.6i
-3.638e-12-2.5421e+05i,-3.638e-12+2.5421e+05i,7.276e-12-1.2481e+05i,7.276e-12+1.2481e+05i,-5.457e-12-60167i,-5.457e-12+60167i,1.819e-12-35795i,1.819e-12+35795i,-4.5475e-12-23590i,-4.5475e-12+23590i,-3.4106e-13-8299i,-3.4106e-13+8299i,2.9559e-12-7125.6i,2.9559e-12+7125.6i,-4.7748e-12-1569.2i,-4.7748e-12+1569.2i
-2.0464e-12-2.3425e+05i,-2.0464e-12+2.3425e+05i,1.7053e-12-1.1821e+05i,1.7053e-12+1.1821e+05i,-9.0949e-13-72315i,-9.0949e-13+72315i,0-40706i,0+40706i,4.5475e-12-25215i,4.5475e-12+25215i,-2.5011e-12-9469.8i,-2.5011e-12+9469.8i,1.1937e-12-2876i,1.1937e-12+2876i,3.979e-13-1127.7i,3.979e-13+1127.7i
1.3642e-12-1.772e+05i,1.3642e-12+1.772e+05i,7.276e-12-1.1218e+05i,7.276e-12+1.1218e+05i,-3.638e-12-41537i,-3.638e-12+41537i,4.5475e-12-28777i,4.5475e-12+28777i,-1.819e-12-14855i,-1.819e-12+14855i,-4.0927e-12-9874.1i,-4.0927e-12+9874.1i,2.7285e-12-3277.7i,2.7285e-12+3277.7i,-9.3792e-13-744.08i,-9.3792e-13+744.08i
-4.8885e-12-2.2836e+05i,-4.8885e-12+2.2836e+05i,8.6935e-70-1.2097e+05i,8.6935e-70+1.2097e+05i,-4.5475e-12-75637i,-4.5475e-12+75637i,-9.0949e-13-32762i,-9.0949e-13+32762i,1.819e-12-26049i,1.819e-12+26049i,4.2064e-12-9911.5i,4.2064e-12+9911.5i,-2.0464e-12-4677.3i,-2.0464e-12+4677.3i,-1.4211e-12-1462.9i,-1.4211e-12+1462.9i
4.0927e-12-1.6535e+05i,4.0927e-12+1.6535e+05i,0-87329i,0+87329i,1.819e-12-56791i,1.819e-12+56791i,-2.7285e-12-36521i,-2.7285e-12+36521i,2.7285e-12-20675i,2.7285e-12+20675i,1.1369e-12-12063i,1.1369e-12+12063i,-3.8654e-12-5210.8i,-3.8654e-12+5210.8i,1.08e-12-1222.8i,1.08e-12+1222.8i
